Time	Cell_type	Mean	Min	Max	Std
28.500000	0	0.068409	0.001301	0.957097	0.054626
28.500000	1	1.215061	0.639903	2.132498	0.247793
28.750000	0	0.067992	0.004822	0.395472	0.046106
28.750000	1	1.248283	0.163483	4.421486	0.427188
29.000000	0	0.068509	0.008856	0.523401	0.044024
29.000000	1	1.249954	0.153306	2.193735	0.282458
29.250000	0	0.069057	0.004196	0.397140	0.046214
29.250000	1	1.221130	0.483695	2.070855	0.298729
29.500000	0	0.067804	0.010679	0.541934	0.048909
29.500000	1	1.219648	0.311757	1.719878	0.241269
29.750000	0	0.072555	0.004613	0.587757	0.054211
29.750000	1	1.264842	0.573373	1.955109	0.237691
30.000000	0	0.070177	0.005025	0.723617	0.056472
30.000000	1	1.235220	0.420207	2.257496	0.275408
30.250000	0	0.069052	0.003761	0.556899	0.053006
30.250000	1	1.219765	0.201160	2.251627	0.268924
30.500000	0	0.068929	0.003028	0.684611	0.055374
30.500000	1	1.219127	0.442920	2.126069	0.256681
30.750000	0	0.069843	0.005573	0.508088	0.051245
30.750000	1	1.237839	0.193892	2.905763	0.328257
31.000000	0	0.065504	0.003341	0.444062	0.040772
31.000000	1	1.248447	0.554238	2.058890	0.274554
31.250000	0	0.065361	0.007322	0.567380	0.046149
31.250000	1	1.221383	0.531954	2.245797	0.243656
31.500000	0	0.065979	0.003962	0.443656	0.041044
31.500000	1	1.236487	0.434934	2.058158	0.255768
31.750000	0	0.069466	0.011721	0.434605	0.047682
31.750000	1	1.263159	0.251169	2.622431	0.291199
32.000000	0	0.067218	0.007766	0.286461	0.038234
32.000000	1	1.228977	0.448999	2.118538	0.235354
32.250000	0	0.066667	0.006690	0.563284	0.043152
32.250000	1	1.240854	0.336385	2.021800	0.249942
32.500000	0	0.070169	0.000946	0.707067	0.058110
32.500000	1	1.235085	0.355536	2.145666	0.257980
32.750000	0	0.067049	0.002399	0.765417	0.053159
32.750000	1	1.242486	0.406285	2.682589	0.267989
33.000000	0	0.066242	0.004218	0.421174	0.042664
33.000000	1	1.216835	0.567893	2.231368	0.253985
33.250000	0	0.069044	0.005622	1.096613	0.057878
33.250000	1	1.212628	0.616232	2.033882	0.257115
33.500000	0	0.064595	0.003067	0.562596	0.043670
33.500000	1	1.213474	0.352350	2.277595	0.248923
33.750000	0	0.066937	0.004883	0.448498	0.043164
33.750000	1	1.226942	0.568565	2.254629	0.268807
34.000000	0	0.067024	0.005880	0.570206	0.050750
34.000000	1	1.227535	0.419692	2.291637	0.280605
34.250000	0	0.067651	0.006184	0.509268	0.045117
34.250000	1	1.218544	0.399672	1.898867	0.218640
34.500000	0	0.066034	0.001307	0.921945	0.053072
34.500000	1	1.273455	0.332463	2.933517	0.350974
34.750000	0	0.066009	0.001831	0.427014	0.041525
34.750000	1	1.240642	0.848848	2.506805	0.276223
35.000000	0	0.067665	0.006503	0.684914	0.053838
35.000000	1	1.241830	0.524152	2.457663	0.253468
35.250000	0	0.068023	0.003787	0.588274	0.048622
35.250000	1	1.222229	0.207231	1.997109	0.273784
35.500000	0	0.067207	0.002613	0.615684	0.046967
35.500000	1	1.223014	0.251228	3.252247	0.374002
35.750000	0	0.067155	0.003335	0.429478	0.042405
35.750000	1	1.234598	0.543457	2.470875	0.286843
36.000000	0	0.066518	0.006094	0.423238	0.043089
36.000000	1	1.181860	0.339346	1.801167	0.201940
36.250000	0	0.070805	0.002721	0.636228	0.056101
36.250000	1	1.215421	0.542790	2.674367	0.281293
36.500000	0	0.068362	0.008911	0.623932	0.049737
36.500000	1	1.265619	0.704021	2.375680	0.271920
36.750000	0	0.067739	0.008312	0.548796	0.049424
36.750000	1	1.245593	0.458679	2.225931	0.302819
37.000000	0	0.067796	0.006236	0.807233	0.049314
37.000000	1	1.264589	0.263003	3.262278	0.324254
37.250000	0	0.064686	0.007571	0.725251	0.044359
37.250000	1	1.224426	0.535792	2.202110	0.227026
37.500000	0	0.066097	0.005208	0.761566	0.047806
37.500000	1	1.260001	0.796742	2.103209	0.258427
37.750000	0	0.066214	0.004687	0.834021	0.050973
37.750000	1	1.216878	0.511622	2.351648	0.241070
38.000000	0	0.067804	0.005011	0.508040	0.046560
38.000000	1	1.227590	0.415136	2.030855	0.229295
38.250000	0	0.065975	0.005384	0.452953	0.040232
38.250000	1	1.243254	0.440079	2.850448	0.284125
38.500000	0	0.067599	0.004064	0.783650	0.051055
38.500000	1	1.241903	0.638917	2.486266	0.287182
38.750000	0	0.068120	0.004204	0.597934	0.046111
38.750000	1	1.192974	0.341420	2.140563	0.262433
39.000000	0	0.067080	0.007875	0.383545	0.041269
39.000000	1	1.248736	0.649226	2.738688	0.321904
39.250000	0	0.066492	0.007223	0.589182	0.045423
39.250000	1	1.263099	0.393600	2.511572	0.299528
39.500000	0	0.067417	0.003341	0.472969	0.046600
39.500000	1	1.238622	0.135828	2.004193	0.307075
39.750000	0	0.066716	0.005040	0.573211	0.044491
39.750000	1	1.218419	0.468774	2.284473	0.282536
40.000000	0	0.066105	0.002087	0.632708	0.045693
40.000000	1	1.227755	0.203767	3.007552	0.341936
40.250000	0	0.068422	0.003406	0.616529	0.049150
40.250000	1	1.281656	0.443960	2.014268	0.257561
40.500000	0	0.066263	0.005307	0.354006	0.039425
40.500000	1	1.240007	0.515878	2.129759	0.251438
40.750000	0	0.065441	0.005292	0.659587	0.044554
40.750000	1	1.212841	0.309645	1.946974	0.237701
41.000000	0	0.065499	0.006043	0.409278	0.041497
41.000000	1	1.276072	0.253604	2.419782	0.274944
41.250000	0	0.065598	0.007621	0.607033	0.043648
41.250000	1	1.256161	0.146597	2.349461	0.273527
41.500000	0	0.064481	0.005214	0.500055	0.040223
41.500000	1	1.212956	0.727571	1.763231	0.211171
41.750000	0	0.065702	0.004167	0.391913	0.040180
41.750000	1	1.273790	0.246691	3.023098	0.354025
42.000000	0	0.065372	0.003973	0.385013	0.041549
42.000000	1	1.238081	0.435887	2.466074	0.290354
42.250000	0	0.064591	0.007471	0.418908	0.043258
42.250000	1	1.247633	0.456689	2.052167	0.275453
42.500000	0	0.068320	0.000867	0.438943	0.046392
42.500000	1	1.201143	0.361227	1.899808	0.246729
42.750000	0	0.066029	0.002674	0.425090	0.044595
42.750000	1	1.257002	0.319066	2.746638	0.311046
43.000000	0	0.066370	0.005831	0.452180	0.043775
43.000000	1	1.239408	0.754011	2.961651	0.281083
43.250000	0	0.067727	0.007668	0.535469	0.046265
43.250000	1	1.255746	0.267406	2.250889	0.284174
43.500000	0	0.065961	0.008398	0.346402	0.039449
43.500000	1	1.186292	0.691336	1.903569	0.199176
43.750000	0	0.068989	0.001612	0.533760	0.049470
43.750000	1	1.259065	0.452893	2.690947	0.309922
44.000000	0	0.065926	0.003073	0.378141	0.041327
44.000000	1	1.268816	0.469679	3.842929	0.362345
44.250000	0	0.067758	0.007049	0.797956	0.049920
44.250000	1	1.274591	0.459865	4.169339	0.407022
44.500000	0	0.066263	0.001017	0.454919	0.042539
44.500000	1	1.232202	0.398214	2.117070	0.246220
44.750000	0	0.067126	0.005478	0.782534	0.052845
44.750000	1	1.237937	0.613891	2.153431	0.240110
45.000000	0	0.066636	0.000937	0.528968	0.042545
45.000000	1	1.197242	0.592986	1.878721	0.241528
45.250000	0	0.070522	0.001614	1.007852	0.061450
45.250000	1	1.245979	0.265817	2.078531	0.287620
