Time	Cell_type	Mean	Min	Max	Std
33.250000	0	0.086032	0.005385	0.703951	0.047906
33.250000	1	1.317629	0.592558	2.125907	0.281772
33.500000	0	0.085951	0.006863	0.384365	0.045482
33.500000	1	1.333179	0.652658	2.114915	0.264682
33.750000	0	0.087684	0.002158	0.559538	0.049847
33.750000	1	1.330427	0.230000	2.148798	0.298303
34.000000	0	0.086736	0.010760	0.791836	0.057365
34.000000	1	1.360935	0.454656	3.146424	0.398356
34.250000	0	0.087197	0.007624	0.935448	0.058094
34.250000	1	1.337813	0.268113	2.308790	0.300681
34.500000	0	0.083426	0.005356	0.516567	0.046753
34.500000	1	1.339200	0.342261	2.350581	0.280648
34.750000	0	0.085302	0.010188	0.550446	0.046492
34.750000	1	1.342646	0.319019	2.912193	0.323018
35.000000	0	0.086968	0.009446	0.570003	0.050716
35.000000	1	1.349136	0.546568	2.236729	0.261572
35.250000	0	0.086324	0.014843	0.378417	0.044027
35.250000	1	1.356438	0.504869	2.525545	0.318706
35.500000	0	0.085668	0.003060	0.693785	0.049753
35.500000	1	1.338030	0.667351	2.011278	0.226119
35.750000	0	0.087032	0.003717	0.625038	0.049827
35.750000	1	1.396919	0.658876	2.293881	0.256696
36.000000	0	0.085077	0.010920	0.536741	0.044902
36.000000	1	1.324110	0.637808	2.472675	0.297581
36.250000	0	0.084655	0.008059	0.605599	0.048154
36.250000	1	1.306018	0.719700	2.919668	0.300824
36.500000	0	0.087358	0.003709	0.419409	0.048208
36.500000	1	1.369512	0.142826	2.615282	0.331725
36.750000	0	0.084508	0.003991	0.512585	0.046413
36.750000	1	1.343291	0.428939	2.268733	0.285604
37.000000	0	0.084608	0.004302	0.389370	0.045318
37.000000	1	1.333713	0.642663	2.211773	0.262956
37.250000	0	0.087499	0.011371	0.402906	0.044638
37.250000	1	1.411129	0.594064	2.430152	0.294522
37.500000	0	0.081654	0.009052	0.472612	0.040423
37.500000	1	1.318870	0.430846	2.486348	0.263661
37.750000	0	0.086669	0.006063	0.418324	0.047002
37.750000	1	1.344907	0.202858	2.386678	0.290740
38.000000	0	0.088317	0.014703	0.931249	0.059607
38.000000	1	1.322968	0.502798	2.366582	0.271576
38.250000	0	0.088285	0.005545	0.411901	0.047223
38.250000	1	1.329199	0.455890	2.068045	0.261262
38.500000	0	0.086865	0.013053	0.442914	0.042560
38.500000	1	1.301134	0.730586	2.558506	0.244931
38.750000	0	0.088802	0.006021	0.690609	0.054031
38.750000	1	1.345443	0.705910	2.262884	0.275544
39.000000	0	0.085378	0.000924	0.370678	0.041523
39.000000	1	1.327504	0.499336	2.270278	0.259151
39.250000	0	0.083687	0.008492	0.369381	0.042773
39.250000	1	1.331154	0.781838	2.051569	0.251467
39.500000	0	0.086198	0.016018	0.407495	0.047701
39.500000	1	1.324983	0.729109	2.150468	0.263612
39.750000	0	0.086062	0.009061	0.404593	0.043496
39.750000	1	1.284790	0.269205	2.194798	0.304693
40.000000	0	0.085845	0.004425	0.418231	0.045449
40.000000	1	1.328799	0.083930	2.632030	0.337601
40.250000	0	0.086959	0.005254	0.520999	0.050176
40.250000	1	1.369609	0.324942	2.118932	0.281789
40.500000	0	0.084233	0.000444	0.557912	0.046769
40.500000	1	1.317428	0.403346	2.437563	0.298652
40.750000	0	0.085910	0.003181	0.382765	0.043472
40.750000	1	1.329437	0.509730	2.475058	0.276706
41.000000	0	0.087445	0.006946	1.183074	0.071816
41.000000	1	1.339348	0.511735	2.838570	0.349508
41.250000	0	0.084217	0.011345	0.405059	0.041417
41.250000	1	1.331794	0.535628	2.294503	0.267982
41.500000	0	0.091702	0.001362	0.851238	0.064529
41.500000	1	1.330161	0.232706	2.859965	0.331029
41.750000	0	0.088398	0.008089	0.886543	0.053495
41.750000	1	1.333132	0.389468	2.554789	0.308058
42.000000	0	0.085325	0.006793	0.922333	0.053021
42.000000	1	1.351591	0.485353	2.527658	0.306562
42.250000	0	0.084924	0.007023	0.376545	0.043522
42.250000	1	1.327368	0.464148	1.826087	0.235723
42.500000	0	0.085693	0.010888	0.494763	0.047604
42.500000	1	1.343822	0.294602	2.633296	0.304367
42.750000	0	0.085870	0.004438	0.437580	0.042803
42.750000	1	1.313410	0.073263	2.509702	0.277637
43.000000	0	0.087979	0.018632	0.417751	0.041247
43.000000	1	1.328481	0.153697	2.582328	0.288667
43.250000	0	0.085284	0.006361	0.366193	0.041996
